participant_id	K	symmetry	dcbc_indiv	dcbc_group
Demand_sub-12	20	Asymmetric	0.17436319416666668	0.06561732866666667
Demand_sub-12	20	Symmetric	0.15495819833333332	0.08361629458333335
Demand_sub-12	34	Asymmetric	0.21180835125	0.08067434975
Demand_sub-12	34	Symmetric	0.16767616833333332	0.068562142525
Demand_sub-12	40	Asymmetric	0.17173847416666665	0.066247842
Demand_sub-12	40	Symmetric	0.17030157783333333	0.08766659633333333
Demand_sub-12	68	Asymmetric	0.16951483666666667	0.05997425801666667
Demand_sub-12	68	Symmetric	0.1754242475	0.0822540955
Demand_sub-15	10	Asymmetric	0.187363445	0.08008277553083333
Demand_sub-15	10	Symmetric	0.1504768175	0.0880715125
Demand_sub-15	20	Asymmetric	0.17746399000000002	0.065199289875
Demand_sub-15	20	Symmetric	0.18159588333333332	0.08890385525
Demand_sub-15	34	Asymmetric	0.21079616283333333	0.0983063145
Demand_sub-15	34	Symmetric	0.19177321133333333	0.1033691785
Demand_sub-15	40	Asymmetric	0.20846893749999998	0.089021635
Demand_sub-15	40	Symmetric	0.19045136833333332	0.09487219241666667
Demand_sub-15	68	Asymmetric	0.1776465195	0.06710156390000001
Demand_sub-15	68	Symmetric	0.19685472166666665	0.09568729599999999
Demand_sub-16	10	Asymmetric	0.15357106416666666	0.06260310166666666
Demand_sub-16	10	Symmetric	0.06055853558333333	0.043492390250000006
Demand_sub-16	20	Asymmetric	0.16124793041666666	0.0734504295
Demand_sub-16	20	Symmetric	0.09260580375	0.048609724278
Demand_sub-16	34	Asymmetric	0.20083560166666667	0.0812365605
Demand_sub-16	34	Symmetric	0.10992594633333334	0.057718227250000004
Demand_sub-16	40	Asymmetric	0.17703991833333332	0.06808402633333334
Demand_sub-16	40	Symmetric	0.10068902391666666	0.05289517083333333
Demand_sub-16	68	Asymmetric	0.16964527333333335	0.07925643791666666
Demand_sub-16	68	Symmetric	0.11150678466666668	0.05736153283333333
Demand_sub-17	10	Asymmetric	0.15148671666666666	0.07262826241666666
Demand_sub-17	10	Symmetric	0.15204086583333334	0.07974441683333333
Demand_sub-17	20	Asymmetric	0.14773419958333334	0.056095372058333336
Demand_sub-17	20	Symmetric	0.16959921583333334	0.07881686183333333
Demand_sub-17	34	Asymmetric	0.19959373125	0.07083746741666667
Demand_sub-17	34	Symmetric	0.1760055475	0.06904785633333334
Demand_sub-17	40	Asymmetric	0.19232928500000002	0.06626051741666666
Demand_sub-17	40	Symmetric	0.17421506499999997	0.07704586275
Demand_sub-17	68	Asymmetric	0.176574785	0.06184066169166666
Demand_sub-17	68	Symmetric	0.17637714333333332	0.06780870941666667
Demand_sub-19	10	Asymmetric	0.10411223933333334	0.03584273125
Demand_sub-19	10	Symmetric	0.07934832383333333	0.029436726183333334
Demand_sub-19	20	Asymmetric	0.14980443208333333	0.07792071016666667
Demand_sub-19	20	Symmetric	0.10100236833333333	0.04029688194
Demand_sub-19	34	Asymmetric	0.21668376050000002	0.09465857864166666
Demand_sub-19	34	Symmetric	0.12179387125	0.05558385779166666
Demand_sub-19	40	Asymmetric	0.17214157249999998	0.07262728033333334
Demand_sub-19	40	Symmetric	0.12417049458333333	0.05505583683333334
Demand_sub-19	68	Asymmetric	0.20394150666666666	0.0913592877775
Demand_sub-19	68	Symmetric	0.13984963416666665	0.066234785
Demand_sub-20	10	Asymmetric	0.1613220695833333	0.07697995658333333
Demand_sub-20	10	Symmetric	0.11660736374999998	0.06649510883333333
Demand_sub-20	20	Asymmetric	0.17664128166666668	0.06466416025
Demand_sub-20	20	Symmetric	0.17521415166666665	0.08066848522499999
Demand_sub-20	34	Asymmetric	0.21183663916666665	0.08299238491666666
Demand_sub-20	34	Symmetric	0.1662875495	0.08929867008333332
Demand_sub-20	40	Asymmetric	0.17240935133333335	0.06430206783333334
Demand_sub-20	40	Symmetric	0.16632828666666666	0.07474198525
Demand_sub-20	68	Asymmetric	0.21358682791666664	0.09705680550000001
Demand_sub-20	68	Symmetric	0.17370100366666666	0.07225952100000001
Demand_sub-21	10	Asymmetric	0.18098244249999998	0.06341917866666667
Demand_sub-21	10	Symmetric	0.13048044166666667	0.034124566325
Demand_sub-21	20	Asymmetric	0.19821341375	0.07561682
Demand_sub-21	20	Symmetric	0.14498897333333333	0.031550934758333336
Demand_sub-21	34	Asymmetric	0.2303519658333333	0.07678510775
Demand_sub-21	34	Symmetric	0.15252687833333334	0.0339509655
Demand_sub-21	40	Asymmetric	0.21118308833333332	0.09396783766666666
Demand_sub-21	40	Symmetric	0.153914045	0.03154124954166667
Demand_sub-21	68	Asymmetric	0.18486724416666667	0.07137245108333333
Demand_sub-21	68	Symmetric	0.14178236624999999	0.016995043375
Demand_sub-24	10	Asymmetric	0.1927469875	0.0932488435
Demand_sub-24	10	Symmetric	0.09666752408333334	0.05696623341666667
Demand_sub-24	20	Asymmetric	0.1452539075833333	0.05933981024999999
Demand_sub-24	20	Symmetric	0.1173388975	0.049215440783333335
Demand_sub-24	34	Asymmetric	0.18129758583333333	0.084605296
Demand_sub-24	34	Symmetric	0.13258111575	0.057146878166666665
Demand_sub-24	40	Asymmetric	0.19711705833333334	0.08294393291666667
Demand_sub-24	40	Symmetric	0.13459644166666665	0.057414403999999995
Demand_sub-24	68	Asymmetric	0.20219274499999998	0.07769529581416666
Demand_sub-24	68	Symmetric	0.14838376033333334	0.06811451583333333
Demand_sub-25	10	Asymmetric	0.13429930191666667	0.0574280435
Demand_sub-25	10	Symmetric	0.10206511841666666	0.07721455116666667
Demand_sub-25	20	Asymmetric	0.16450333033333334	0.06528299638333333
Demand_sub-25	20	Symmetric	0.11819306883333335	0.07968947641666667
Demand_sub-25	34	Asymmetric	0.2053533725	0.07322464599999999
Demand_sub-25	34	Symmetric	0.12245964991666665	0.09151609599999999
Demand_sub-25	40	Asymmetric	0.19097018541666666	0.08731828877499999
Demand_sub-25	40	Symmetric	0.12595281716666665	0.08973080008333334
Demand_sub-25	68	Asymmetric	0.19972455041666667	0.0604762322
Demand_sub-25	68	Symmetric	0.13372638933333333	0.08537246391666668
Demand_sub-26	10	Asymmetric	0.17747135125	0.08508358516666666
Demand_sub-26	10	Symmetric	0.08499270466666665	0.033026900016666666
Demand_sub-26	20	Asymmetric	0.14854227833333333	0.05067318665
Demand_sub-26	20	Symmetric	0.09312980208333332	0.037665881822500004
Demand_sub-26	34	Asymmetric	0.18397714799999998	0.08709726266666667
Demand_sub-26	34	Symmetric	0.09595137508333333	0.033903418016666666
Demand_sub-26	40	Asymmetric	0.19234949	0.08562531933333334
Demand_sub-26	40	Symmetric	0.09866041866666668	0.040745125666666666
Demand_sub-26	68	Asymmetric	0.19630326166666667	0.06090804569166666
Demand_sub-26	68	Symmetric	0.10365585825	0.029820739333333332
Demand_sub-27	10	Asymmetric	0.17893541233333332	0.07266343790833334
Demand_sub-27	10	Symmetric	0.21395733166666667	0.10448880091666667
Demand_sub-27	20	Asymmetric	0.19898723416666667	0.07582405
Demand_sub-27	20	Symmetric	0.25367122416666665	0.11319887983333334
Demand_sub-27	34	Asymmetric	0.19321587333333334	0.09357747324166667
Demand_sub-27	34	Symmetric	0.2744887683333333	0.11416254516666667
Demand_sub-27	40	Asymmetric	0.207976415	0.08570568566666666
Demand_sub-27	40	Symmetric	0.2768972941666667	0.11926281366666668
Demand_sub-27	68	Asymmetric	0.2208510124166667	0.07760937566666666
Demand_sub-27	68	Symmetric	0.3040830291666667	0.14203933716666667
Demand_sub-29	10	Asymmetric	0.21633932083333332	0.09675334308333333
Demand_sub-29	10	Symmetric	0.17399246708333335	0.11353800033333333
Demand_sub-29	20	Asymmetric	0.1965959325	0.09989933233333333
Demand_sub-29	20	Symmetric	0.219944955	0.107925805
Demand_sub-29	34	Asymmetric	0.19714141083333334	0.07995083766666666
Demand_sub-29	34	Symmetric	0.22247430416666666	0.11294376491666668
Demand_sub-29	40	Asymmetric	0.1858904583333333	0.052965350249999994
Demand_sub-29	40	Symmetric	0.22769799833333335	0.12676688049999998
Demand_sub-29	68	Asymmetric	0.26263042333333336	0.10228354933333333
Demand_sub-29	68	Symmetric	0.22812291666666665	0.11278810525
Demand_sub-30	10	Asymmetric	0.12839315541666665	0.056509814708333335
Demand_sub-30	10	Symmetric	0.1789766675	0.09288997850000001
Demand_sub-30	20	Asymmetric	0.19846975749999998	0.09487024875
Demand_sub-30	20	Symmetric	0.18914651500000002	0.09045391525
Demand_sub-30	34	Asymmetric	0.16980381833333333	0.07530665825
Demand_sub-30	34	Symmetric	0.19869740333333333	0.0779567505
Demand_sub-30	40	Asymmetric	0.21118916666666665	0.07535634008333333
Demand_sub-30	40	Symmetric	0.20163924333333336	0.09202751891666666
Demand_sub-30	68	Asymmetric	0.19624287583333333	0.07678651736666667
Demand_sub-30	68	Symmetric	0.19502153833333333	0.06554108558333334
Demand_sub-31	10	Asymmetric	0.19606280750000002	0.11060670983333333
Demand_sub-31	10	Symmetric	0.15760639083333333	0.08551566016666667
Demand_sub-31	20	Asymmetric	0.14285874708333332	0.06537381031666667
Demand_sub-31	20	Symmetric	0.18718786208333335	0.08280826275
Demand_sub-31	34	Asymmetric	0.19013239916666666	0.07552059383333333
Demand_sub-31	34	Symmetric	0.18084135833333334	0.06784334541666666
Demand_sub-31	40	Asymmetric	0.19060959416666667	0.08639935683333333
Demand_sub-31	40	Symmetric	0.17234364208333333	0.07937989250000001
Demand_sub-31	68	Asymmetric	0.22258660916666664	0.07166492920833333
Demand_sub-31	68	Symmetric	0.17519747249999998	0.05775180058333334
Demand_sub-34	10	Asymmetric	0.1433202925	0.06619918219166666
Demand_sub-34	10	Symmetric	0.13515181333333334	0.08447532833333334
Demand_sub-34	20	Asymmetric	0.1917752545	0.07799963833333333
Demand_sub-34	20	Symmetric	0.1671941575	0.08687654916666666
Demand_sub-34	34	Asymmetric	0.18168359716666668	0.07460043208333333
Demand_sub-34	34	Symmetric	0.17600303533333336	0.09396406291666666
Demand_sub-34	40	Asymmetric	0.18214597750000003	0.06458575766666667
Demand_sub-34	40	Symmetric	0.18036171	0.09399331058333334
Demand_sub-34	68	Asymmetric	0.197457925	0.07829177283333333
Demand_sub-34	68	Symmetric	0.18592968750000002	0.09597959716666667
Demand_sub-35	10	Asymmetric	0.1974301355	0.08171888633333334
Demand_sub-35	10	Symmetric	0.13155081741666666	0.05489552893666667
Demand_sub-35	20	Asymmetric	0.16482471058333334	0.07849689491666667
Demand_sub-35	20	Symmetric	0.13977926875	0.06169900164166667
Demand_sub-35	34	Asymmetric	0.1761406475	0.06911141950000001
Demand_sub-35	34	Symmetric	0.1632155825	0.05794723783333333
Demand_sub-35	40	Asymmetric	0.22732575916666667	0.1158109745
Demand_sub-35	40	Symmetric	0.15817204583333333	0.06199702825
Demand_sub-35	68	Asymmetric	0.2296517375	0.08923782491666667
Demand_sub-35	68	Symmetric	0.16259831166666666	0.057844944833333335
Demand_sub-36	10	Asymmetric	0.16765708083333333	0.08508682975
Demand_sub-36	10	Symmetric	0.0909340415	0.04541523858333333
Demand_sub-36	20	Asymmetric	0.19115736083333335	0.08946901991666667
Demand_sub-36	20	Symmetric	0.11079421008333334	0.054764259791666665
Demand_sub-36	34	Asymmetric	0.17147800833333335	0.07332917183333333
Demand_sub-36	34	Symmetric	0.12398342083333334	0.06399473808333334
Demand_sub-36	40	Asymmetric	0.20517661	0.08201304591666667
Demand_sub-36	40	Symmetric	0.13591980366666667	0.06132165033333333
Demand_sub-36	68	Asymmetric	0.1810654416666667	0.06640668549999999
Demand_sub-36	68	Symmetric	0.14751856291666668	0.07227824583333332
Demand_sub-37	10	Asymmetric	0.17973511050000002	0.08291043316666667
Demand_sub-37	10	Symmetric	0.14021074	0.07328785258333333
Demand_sub-37	20	Asymmetric	0.14685745833333333	0.054244155508333336
Demand_sub-37	20	Symmetric	0.16136064883333331	0.06968782358333334
Demand_sub-37	34	Asymmetric	0.16837063366666669	0.07164832233333333
Demand_sub-37	34	Symmetric	0.1532608625	0.044976182466666674
Demand_sub-37	40	Asymmetric	0.17932480291666666	0.0841964125
Demand_sub-37	40	Symmetric	0.1481596105	0.06470947444166666
Demand_sub-37	68	Asymmetric	0.19804210666666666	0.06797897675
Demand_sub-37	68	Symmetric	0.15900557333333334	0.037766868876416664
Demand_sub-38	10	Asymmetric	0.17540232541666667	0.083094420125
Demand_sub-38	10	Symmetric	0.06386447975	0.017560033790000002
Demand_sub-38	20	Asymmetric	0.16247340024999998	0.07805688905000001
Demand_sub-38	20	Symmetric	0.07648207575	0.025545906133333334
Demand_sub-38	34	Asymmetric	0.16186618758333335	0.06943011408333334
Demand_sub-38	34	Symmetric	0.08747592875	0.040916888916666665
Demand_sub-38	40	Asymmetric	0.19124438041666666	0.07821875275
Demand_sub-38	40	Symmetric	0.09222358941666665	0.03403279485
Demand_sub-38	68	Asymmetric	0.21176471833333332	0.06754234929166666
Demand_sub-38	68	Symmetric	0.10150817633333332	0.042841441583333334
Demand_sub-39	10	Asymmetric	0.16100595083333333	0.08253338583333333
Demand_sub-39	10	Symmetric	0.21004505083333333	0.11893691133333334
Demand_sub-39	20	Asymmetric	0.18673682666666666	0.06452080526666666
Demand_sub-39	20	Symmetric	0.2307160258333333	0.11251495691666667
Demand_sub-39	34	Asymmetric	0.18638593583333332	0.06402574385
Demand_sub-39	34	Symmetric	0.240503605	0.110552561
Demand_sub-39	40	Asymmetric	0.17692273441666664	0.07354625866666666
Demand_sub-39	40	Symmetric	0.24533786833333335	0.11321959333333333
Demand_sub-39	68	Asymmetric	0.21364440333333334	0.08471611558333332
Demand_sub-39	68	Symmetric	0.24513227583333333	0.11274334183333333
Demand_sub-41	10	Asymmetric	0.20182984083333333	0.085312386
Demand_sub-41	10	Symmetric	0.13538697666666666	0.057186810666666664
Demand_sub-41	20	Asymmetric	0.1934310685	0.08494887424999999
Demand_sub-41	20	Symmetric	0.1526075505	0.04897580405833333
Demand_sub-41	34	Asymmetric	0.20546201416666668	0.08347200516666665
Demand_sub-41	34	Symmetric	0.15927968875	0.04815003591666667
Demand_sub-41	40	Asymmetric	0.1922708645	0.056508400875
Demand_sub-41	40	Symmetric	0.16822418216666665	0.04780559733333334
Demand_sub-41	68	Asymmetric	0.19972618499999997	0.08097860633333333
Demand_sub-41	68	Symmetric	0.154831039	0.034755685541666664
Demand_sub-43	10	Asymmetric	0.18005055416666668	0.08573259725
Demand_sub-43	10	Symmetric	0.14355585533333334	0.10254831466666665
Demand_sub-43	20	Asymmetric	0.162885705	0.08160553241666667
Demand_sub-43	20	Symmetric	0.1806416625	0.10636778916666667
Demand_sub-43	34	Asymmetric	0.25303507166666667	0.10625947766666666
Demand_sub-43	34	Symmetric	0.1954146	0.10503957024999999
Demand_sub-43	40	Asymmetric	0.20084220041666667	0.07127620341666667
Demand_sub-43	40	Symmetric	0.1974080433333333	0.12537065475
Demand_sub-43	68	Asymmetric	0.2152253275	0.09530308566666666
Demand_sub-43	68	Symmetric	0.20828172	0.11815588849999999
Demand_sub-44	10	Asymmetric	0.15708780166666667	0.08377921291666666
Demand_sub-44	10	Symmetric	0.09359083891666665	0.040988618775
Demand_sub-44	20	Asymmetric	0.1682071905	0.07638887258333334
Demand_sub-44	20	Symmetric	0.11482954058333333	0.0456319705
Demand_sub-44	34	Asymmetric	0.1920726083333333	0.07892359791666666
Demand_sub-44	34	Symmetric	0.13156255966666666	0.07263021091666667
Demand_sub-44	40	Asymmetric	0.201734285	0.08482924843333334
Demand_sub-44	40	Symmetric	0.13787511416666667	0.058180084583333326
Demand_sub-44	68	Asymmetric	0.18093664499999998	0.089683365
Demand_sub-44	68	Symmetric	0.15266348041666666	0.06971048741666667
Demand_sub-45	10	Asymmetric	0.151748573	0.05918533119833333
Demand_sub-45	10	Symmetric	0.16889018033333333	0.0906065345
Demand_sub-45	20	Asymmetric	0.19214455	0.08263244108333333
Demand_sub-45	20	Symmetric	0.1917533425	0.08679502870833333
Demand_sub-45	34	Asymmetric	0.19166856799999998	0.08524335100000001
Demand_sub-45	34	Symmetric	0.19819553083333333	0.07491611020000001
Demand_sub-45	40	Asymmetric	0.16269747375000002	0.07122528125000001
Demand_sub-45	40	Symmetric	0.1972065475	0.08858728141666666
Demand_sub-45	68	Asymmetric	0.18443390333333334	0.06962777716666667
Demand_sub-45	68	Symmetric	0.19788514416666667	0.07651281616666666
Demand_sub-46	10	Asymmetric	0.160405666	0.07165045033333334
Demand_sub-46	10	Symmetric	0.24883987583333333	0.084719710625
Demand_sub-46	20	Asymmetric	0.16537512791666667	0.07110885466666667
Demand_sub-46	20	Symmetric	0.2847724283333333	0.08604119991666666
Demand_sub-46	34	Asymmetric	0.152234825	0.06263021110833333
Demand_sub-46	34	Symmetric	0.27790447583333333	0.07699096725
Demand_sub-46	40	Asymmetric	0.1729232429166667	0.0712349365
Demand_sub-46	40	Symmetric	0.27361953833333336	0.0794135975
Demand_sub-46	68	Asymmetric	0.20957101	0.07081687716666667
Demand_sub-46	68	Symmetric	0.2731674591666667	0.05936204004166667
Demand_sub-47	10	Asymmetric	0.148043961	0.05417383339166667
Demand_sub-47	10	Symmetric	0.23542848875	0.07138174700000001
Demand_sub-47	20	Asymmetric	0.2100720808333333	0.07538001233333333
Demand_sub-47	20	Symmetric	0.26421855333333333	0.07578488521666667
Demand_sub-47	34	Asymmetric	0.18153357458333333	0.0704981775
Demand_sub-47	34	Symmetric	0.2793931708333333	0.06939300715
Demand_sub-47	40	Asymmetric	0.22301010283333333	0.09176493291666667
Demand_sub-47	40	Symmetric	0.28278144	0.07628938183333334
Demand_sub-47	68	Asymmetric	0.21900928716666668	0.07481501716666666
Demand_sub-47	68	Symmetric	0.2983832975	0.05969328445
Demand_sub-48	10	Asymmetric	0.15462747758333334	0.06824504395
Demand_sub-48	10	Symmetric	0.16030657166666668	0.07508783219166666
Demand_sub-48	20	Asymmetric	0.18720802716666665	0.0772514545
Demand_sub-48	20	Symmetric	0.16898658166666666	0.07634127033333334
Demand_sub-48	34	Asymmetric	0.19494711416666666	0.09397358675
Demand_sub-48	34	Symmetric	0.1794617275	0.0719961065
Demand_sub-48	40	Asymmetric	0.1909521995	0.08530676383333334
Demand_sub-48	40	Symmetric	0.18837450416666668	0.08582655641666666
Demand_sub-48	68	Asymmetric	0.217250015	0.07602322281916667
Demand_sub-48	68	Symmetric	0.18812818916666665	0.06971563883333333
Demand_sub-50	10	Asymmetric	0.14636014316666665	0.07250493016666666
Demand_sub-50	10	Symmetric	0.193817975	0.09545614633333332
Demand_sub-50	20	Asymmetric	0.16788428375	0.06486704598333333
Demand_sub-50	20	Symmetric	0.21630861	0.088208261
Demand_sub-50	34	Asymmetric	0.19986176991666668	0.0807308975
Demand_sub-50	34	Symmetric	0.22920704666666666	0.09610334266666666
Demand_sub-50	40	Asymmetric	0.2263586325	0.08317135966666667
Demand_sub-50	40	Symmetric	0.22160754000000002	0.08671071841666667
Demand_sub-50	68	Asymmetric	0.18054478083333333	0.07029104108333334
Demand_sub-50	68	Symmetric	0.21835877416666669	0.069140671625
IBC_sub-01	10	Asymmetric	0.01984678083333333	0.012335860269166665
IBC_sub-01	10	Symmetric	0.010928203891666667	0.013329378133333333
IBC_sub-01	20	Asymmetric	0.025637848833333334	0.01721803912
IBC_sub-01	20	Symmetric	0.019964539891666667	0.022475975083333332
IBC_sub-01	34	Asymmetric	0.02978091775	0.020548705833333333
IBC_sub-01	34	Symmetric	0.029380485375	0.029935833341666666
IBC_sub-01	40	Asymmetric	0.0321734865	0.020107107011666667
IBC_sub-01	40	Symmetric	0.032819478166666666	0.022087940633333334
IBC_sub-01	68	Asymmetric	0.039582500916666666	0.026043362666666667
IBC_sub-01	68	Symmetric	0.03551297148333333	0.033832939025
IBC_sub-04	10	Asymmetric	0.009990451583333334	0.019916432833333334
IBC_sub-04	10	Symmetric	0.02624023508333333	0.030570737916666663
IBC_sub-04	20	Asymmetric	0.020838046683333333	0.030204027725
IBC_sub-04	20	Symmetric	0.032862607583333335	0.032204670633333335
IBC_sub-04	34	Asymmetric	0.022400506346666668	0.027218204583333332
IBC_sub-04	34	Symmetric	0.04507516933333333	0.03448825725
IBC_sub-04	40	Asymmetric	0.03229965743333333	0.023240353935833333
IBC_sub-04	40	Symmetric	0.04587710983333334	0.032075308500000003
IBC_sub-04	68	Asymmetric	0.037988464666666666	0.03418262375
IBC_sub-04	68	Symmetric	0.04794895166666666	0.043271922875
IBC_sub-05	10	Asymmetric	0.01948269681666667	0.0126838700075
IBC_sub-05	10	Symmetric	0.020820709208333333	0.011366743391666668
IBC_sub-05	20	Asymmetric	0.0334435706	0.023506949648
IBC_sub-05	20	Symmetric	0.028266075416666665	0.014993802933333333
IBC_sub-05	34	Asymmetric	0.036122078083333335	0.022857742833333333
IBC_sub-05	34	Symmetric	0.03007229108333333	0.016134371558333332
IBC_sub-05	40	Asymmetric	0.03555074125	0.020713442966666665
IBC_sub-05	40	Symmetric	0.03152779716666667	0.013533051141666667
IBC_sub-05	68	Asymmetric	0.04529809083333333	0.02684471664166667
IBC_sub-05	68	Symmetric	0.030854382141666664	0.020370716833333333
IBC_sub-06	10	Asymmetric	0.018671874141666666	0.026344826666666668
IBC_sub-06	10	Symmetric	0.019917008166666667	0.018247884786666665
IBC_sub-06	20	Asymmetric	0.0263160465	0.025356098583333334
IBC_sub-06	20	Symmetric	0.028204676041666668	0.02225001730833333
